"Departamento","Municipio","Dirección","Código sede","Nombre sede","Tipo calendario","Zona","Teléfono","Teléfono móvil","Correo electrónico","Sitio web","Tipo de sede","Jornadas","Habilitada","Legalizada"
"LA LIBERTAD","SANTA TECLA","COLONIA JARDINES DEL RES, 5A. AV. NORTE, PJE. LAS CAMELIAS, BLOCK ""K"", Nº 16","21446","COLEGIO PALACIO DE LOS NIÑOS","Nacional","Urbana","2522389",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","3A. AVENIDA SUR Nº 3-2","21461","INSTITUTO DE EDUCACIÓN A DISTANCIA LAURA VICUÑA","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","5A. CALLE PONIENTE Nº 5-3, SANTA TECLA","21512","ESCUELA CRISTIANA INTERNACIONAL","Nacional","Urbana","8855466","78855466","jegarcimus@yahoo.com",NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","5A CALLE PONIENTE Nº 3-4, CALLE DON BOSCO","21524","COLEGIO ""RAFAEL ORELLANA""","Nacional","Urbana","2283632",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","COLOINIA UTILA, 6A CALLE ORIENTE Y 11A AVENIDA SUR Nº 6-5, SANTA TECLA","21547","COLEGIO ""THOMAS GRAY""","Nacional","Urbana","2883817",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","RESIDENCIAL CAMPO VERDE, CALLE LA SABANA, POLIGO G 4, Nº 3","21554","COLEGIO ""MARIO MONTEFORTE TOLEDO""","Nacional","Urbana","2785684","22785684",NULL,NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","JARDINES DE MERLIOT, POLIGONO ""O"", Nº 19-B, SANTA TECLA","21555","COLEGIO SYRIA POLETTI","Nacional","Urbana","2783874",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","7A. CALLE ORIENTE, POLÍGONO 4-5, COLONIA SANTA MÓNICA, SANTA TECLA","21582","COLEGIO ""EL ARCA DE LOS SUEÑOS""","Nacional","Urbana","2881039",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","RESIDENCIAL SAN RAFAEL, PASAJE SAN RAFAEL Y AVENIDA PRINCIPAL, POLÍGONO 1, Nº 1, SANTA TECLA","21583","COLEGIO ""MIS PRIMEROS TRAZOS""","Nacional","Urbana","2888251",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","600 MTS. AL PONIENTE SOBRE CALLE AL PUERTO DE LA LIBERTAD Y CALLE A CANTÓN LAS GRANADILLAS","21593","COLEGIO CITALÁ","Nacional","Urbana","4348900",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","FINAL 14 AV. NORTE, COLONIA SAN ANTONIO LAS PALMERA","21605","COLEGIO CATÓLICO ""MADRE EMILIA SIMÁN""","Nacional","Urbana","22887869",NULL,"colegiomadremiliasimán@yahoo.com",NULL,"Centro educativo privado","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","COMUNIDAD LAS MARGARITAS SECTOR 5, CALLE AL VOLCÁN","30043","CENTRO DE ATENCIÓN INICIAL DE LAS MARGARITAS I","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","COMUNIDAD LAS MARGARITAS SECTOR 5, CALLE AL VOLCÁN","30044","CENTRO DE ATENCIÓN INICIAL DE LAS MARGARITA II","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","COMUNIDAD LAS MARGARITAS SECTOR 5, CALLE AL VOLCÁN","30045","CENTRO DE ATENCIÓN INICIAL DE LAS MARGARITAS III","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","CANTÓN ALVAREZ, KM. 16 1%2f2, CARRETERA AL VOLCÁN","30046","CENTRO DE ATENCIÓN INICIAL DEL CANTÓN ALVAREZ","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","AVENIDA EDUARDO GUIROLA, Nº 1-2, SANTA TECLA, LA LIBERTAD","30389","CENTRO DE ATENCION INICIAL DE SANTA TECLA","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","MERCADO DUEÑAS, COLONIA LAS PALMERAS, 5TA. CALLE PONIENTE Y 10A. AVENIDA NORTE","30414","CENTRO DE ATENCIÓN INICIAL MERCADO DUEÑAS","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","CANTON ALVAREZ, J%2f NUEVA SAN SALVADOR, LA LIBERTAD","68077","COMPLEJO EDUCATIVO  ""AMIGOS DEL VOLCÁN""","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","CANTON EL LIMON, J%2f NUEVA SAN SALVADOR, LA LIBERTAD","68079","CENTRO ESCOLAR CANTÓN EL LIMÓN","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","CANTON EL TRIUNFO, J%2f NUEVA SAN SALVADOR, LA LIBERTAD","68080","CENTRO ESCOLAR CANTÓN EL TRIUNFO","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","CANTON EL SACAZIL, J%2f NUEVA SAN SALVADOR, LA LIBERTAD","68081","CENTRO ESCOLAR CANTÓN EL SACAZIL","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","CASERÍO LAS NUBES, CANTÓN LOS AMATES, J%2f NUEVA SAN SALVADOR, LA LIBERTAD","68084","CENTRO ESCOLAR CASERÍO LAS NUBES, CANTÓN LOS AMATES","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","CANTON LOS PAJALES,  J%2f NUEVA SAN SALVADOR, LA LIBERTAD","68085","CENTRO ESCOLAR CANTÓN LOS PAJALES","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","CANTON VICTORIA, J%2f NUEVA SAN SALVADOR, LA LIBERTAD","68086","CENTRO ESCOLAR  CANTÓN VICTORIA","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","CASERIO FCA. MIRAMAR, C%2f VICTORIA, J%2f NUEVA SAN SALVADOR, LA LIBERTAD","68087","CENTRO ESCOLAR CASERIO FCA.  MIRAMAR, C%2f VICTORIA","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","URBANIZACIÓN HACIENDA SAN JOSÉ, AVENIDA SAN PATRICIO Y CALLE MARÍA MAZZARELLO,","88029","ESCUELA SALESIANA ""MARIA MAZZARELLO""","Nacional","Urbana","2219-6676","77755616","mainmazzarello@yahoo.es",NULL,"Centro educativo privado","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","2A.AV.SUR 4-8, NUEVA SAN SALVADOR, LA LIBERTAD","88030","COMPLEJO EDUCATIVO CATÓLICO ""LUISA DE MARILLAC""","Nacional","Urbana","22281010",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","2 CALLE ORIENTE, 6-1, NUEVA SAN SALVADOR, LA LIBERTAD","88031","CENTRO ESCOLAR CATOLICO ""ALBERTO MASFERRER""","Nacional","Urbana","2228-2514",NULL,"cecalbertomasferrer@gmail.com",NULL,"Centro educativo privado","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","FINAL 7 AVENIDA NORTE, KM. 12 1%2f2, CALLE AL BOQUERON, NUEVA SAN SALVADOR","88109","COMPLEJO EDUCATIVO CATÓLICO ""NUESTRA SEÑORA DE LAS GRACIAS""","Nacional","Urbana","22299181",NULL,"vgracias2012@hotmail.com",NULL,"Centro educativo privado","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","CANTON AYAGUALO, J%2f NUEVA SAN SALVADOR, LA LIBERTAD","88144","CENTRO ESCOLAR CATOLICO ""DON BOSCO""","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","COLONIA QUEZALTEPEQUE, J%2f NUEVA SAN SALVADOR. LA LIBERTAD","88145","ESCUELA DE EDUCACIÓN PARVULARIA CATÓLICA ""PADRE SEGUNDO MONTES""","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","AVENIDA MANUEL GALLARDO, 1RA. AVENIDA NORTE, ENTRE LA 13A. Y 9A. CALLE ORIENTE","88161","CENTRO ESCOLAR CATOLICO EDUCANDO A UN SALVADOREÑO","Internacional","Urbana","7743-7084",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","SI"
"LA LIBERTAD","SANTA TECLA","NOVENA AVENIDA SUR COL UTILA SANTA TECLA","A19050209","TERCERA AVE SUR SANTA TECLA NIVEL 1","Alfabetización","Urbana",NULL,NULL,NULL,NULL,"Círculo de alfabetización","Fin de semana","SI","NO"
"LA LIBERTAD","SANTA TECLA","QUINTA AVE NORTE SANTA TECLA","A19050214","TERCERA AVE SUR SANTA TECLA NIVEL 3","Alfabetización","Urbana",NULL,NULL,NULL,NULL,"Círculo de alfabetización","Fin de semana","SI","NO"
"LA LIBERTAD","SANTA TECLA","Calle al Boqueron , Botiquin Unidad de Salud Alberto Aguilar Rivas","CALB1","Cantón Albares","Nacional","Rural",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","Canton Alvares, calle al Boquero, Botiquin Unidad de Salud Alberto Aguilar Rivas","CALV2","CANTÓN ALVARES","Nacional","Rural",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","CALLE AL BOQUERÓN, BOTIQUÍN UNIDAD DE SALUD ALBERTO AGUILAR RIVAS, SANTA TECLA","CALV3","CANTON ALVARES","Nacional","Rural",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","CALLE AL BOQUERON, BOTIQUIN UNIDAD DE SALUD, ALBERTO AGUILAR RIVAS, SANTA TECLA","CALV4","CANTON ALVARES","Nacional","Rural",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","Calle Daniel Hernández 8-10, Santa Tecla","CF001","COMUNIDAD SAN MARTIN","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","CASA PARTICULAR, DE VERONICA MARGARITA, MEJIA HERNANDEZ, PUPUSERIA, BARRIO EL CENTRO","CFCE1","EL CENTRO 1","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","EL CENTRO CASA PARTICULAR, VERONICA MARGARITA MEJIA HERNANDEZ , PUPUSERIA BARRIO EL CENTRO ","CFCE2","EL CENTRO 2","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","CASA PARTICULAR,  SR. FRANCISCO HERNANDEZ  CALLE HACIA CANTÓN EL TESORO","CFJO1","EL JOBO 1","Nacional","Rural",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Matutino, Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","SEXTA AVENIDA SUR Y CALLE DANIEL HERNANDEZ NUMERO UNO -UNO","CFL01","CIR. PARVULARIA SAN MARTIN","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","COMUNIDAD EL PROGRESO, CONTIGUO A CENTRO ESCOLAR REFUGIO DE LA PAZ","CPRO","COMUNIDAD EL PROGRESO","Nacional","Rural",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","4A. CALLE OTE, 1-3, NUEVA SAN SALVADOR, LA LIBERTAD","E0106","CENTRO ESCOLAR ""CENTRO AMERICA"", SEDE EDUCAME","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","2da calle poniente y 4ta av. Carretera Panamericana","E0107","CENTRO ESCOLAR ""DANIEL HERNÁNDEZ"", SEDE EDUCAME","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","Calle daniel hernandez y 4ta av. Sur sta. Tecla","E0108","CENTRO ESCOLAR ""MARGARITA DURÁN"", SEDE EDUCAME","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","1o CALLE PONIENTE No 1-1 CONTIGUO BANCO AGRICOLA SANTA TECLA","E0109","EDUCAME CON SEDE EN C.E LICEO ANTONIO MACHADO","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","SANTA TECLA","E0110","EDUCAME CON SEDE EN ACADEMIA NACIONAL DE SEGURIDAD PUBLICA","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","carretera puerto de la libertad, zona franca via Shell","E0111","FRANQUICIAS AMERICANAS, SEDE EDUCAME","Nacional","Rural",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","KILOMETRO 11, CARRETERA A SANTA TECLA","E0205","ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, SEDE EDUCAME","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","POLIGONO INDUSTRIAL DE CIUDAD MERLIOT","E0296","EMPRESA TERMO ENCOGIBLES, SEDE EDUCAME","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","2A. CALLE ORIENTE Y 13 AV. SUR, NUEVA SAN SALVADOR, LA LIBERTAD","E0387","CENTRO ESCOLAR ""MARCELINO GARCIA FLAMENCO"", SEDE EDUCAME","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","Avenida Manuel Gallardo, Calle al Boquerón, Santa Tecla, La Libertad","E0434","FEDISAL%2fUSAID, SEDE EDÚCAME","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","3ª. Avenida Sur No. 3-2","E0486","INST. DE EDUC. A DISTANCIA "" LAURA VICUÑA"", SEDE EDUCAME","Nacional","Sin dato",NULL,NULL,NULL,NULL,"Sede EDUCAME","Fin de semana","SI","NO"
"LA LIBERTAD","SANTA TECLA","LA REFORMA 2","FCR2","LA REFORMA 2","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","FINAL PROLONGACIÓN EL HIPÓDROMO, FINCA LA REFORMA, CASERÍO EL ESPINO","FLR1","REFORMA 1","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","FINAL PROLONGACIÓN EL HIPÓDROMO, FINCA LA REFORMA, CASERÍO EL ESPINO   ","FLR2","LA REFORMA 2","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","CARRETERA PANAMERICANA FRENTE AL ITCA","LCZ1","LA CRUZ","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","FINAL SENDA 8, CALLE EL BALSAMAR, JARDINES DE LA SABANA","LSB1","LA SABANA 1","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","FINAL SENDA 8, CALLE PRINCIPAL, JARDINES DE LA SABANA","LSB2","LA SABANA 2","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","FINAL SENDA 8, CALLE PRINCIPAL, JARDINES DE LA SABANA","LSB3","LA SABANA 3","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","PASAJES CONTIGUOS A PARVULARIA JOSE MARIA SAN MARTIN, SANTA TECLA","PSJS","CIRCULO PASAJES","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","COLONIA QUEZALTEPEC, SANTA TECLA","QZT","CIRCULO  QUEZALTEPEC","Nacional","Rural",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Matutino","SI","NO"
"LA LIBERTAD","SANTA TECLA","COLONIA SAN JOSE DEL PINO, TABERNÁCULO BÍBLICO BAUTISTA EL PINO","TBBP1","EL PINO 1","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","SANTA TECLA","COLONIA SAN JOSE DEL PINO, TABERNÁCULO BÍBLICO BAUTISTA EL PINO","TBBP2","EL PINO 2","Nacional","Urbana",NULL,NULL,NULL,NULL,"Círculo de primera infancia","Vespertino","SI","NO"
"LA LIBERTAD","TALNIQUE","FINAL CALLE PRINCIPAL, DEL CANTON SAN JOSE LOS SITIOS","10128","ESCUELA DE EDUCACION PARVULARIA ""PRUDENCIA AYALA""","Nacional","Rural","70537323","70537323","santosvelasquezparvularia@gmail.com","No hay","Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TALNIQUE","CANTON LOS LAURELES, J%2f TALNIQUE, LA LIBERTAD","11270","CENTRO ESCOLAR "" CANTON LOS LAURELES ""","Nacional","Rural","75150596","75150596","ilreyes80@hotmail.com","No hay","Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TALNIQUE","CANTON SAN JOSE LOS SITIOS, J%2f TALNIQUE, LA LIBERTAD","11272","CENTRO ESCOLAR ""CANTON SAN JOSE LOS SITIOS""","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TALNIQUE","HDA. EL TRANSITO, KM. 26 1%2f2, CARRET. A SONSONATE, C%2f EL TRANSITO, J%2f TALNIQUE, LA LIBERTAD","11274","CENTRO ESCOLAR ""HACIENDA EL TRANSITO, CANTON EL TRANSITO""","Nacional","Rural",NULL,"76360368","quimeravelerofonte@gmail.com",NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TALNIQUE","CALLE AL CANTON LOS SITIOS FRENTE A FINCA MATAZANO, J/ TALNIQUE, LA LIBERTAD","11276","COMPLEJO EDUCATIVO ""TALNIQUE""","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TALNIQUE","CANTON SAN JOSE LOS SITIOS","14841","INSTITUTO NACIONAL ""CANTON SAN JOSE LOS SITIOS""","Nacional","Rural","79503384","75092239","inlos14841@gmail.com",NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TALNIQUE","CANTÓN RÍO ABAJO, CONTIGUO A LA CANCHA","30053","CENTRO DE ATENCIÓN INICIAL DE RÍO ABAJO","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TALNIQUE","COMUNIDAD 13 DE ENERO, CANTÓN RÍO ABAJO, MUNICIPIO DE TALNIQUE, DEPTO.DE LA LIBERTAD","30378","CENTRO DE ATENCION INICIAL COMUNIDAD 13 DE ENERO","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TALNIQUE","COMUNIDAD SAN LUIS REY DE ESPAÑA, TALNIQUE","30416","CENTRO DE ATENCIÓN INICIAL DE TALNIQUE","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TALNIQUE","CANTON EL TRANSITO, J%2f TALNIQUE, LA LIBERTAD","60123","CENTRO ESCOLAR CANTÓN EL TRANSITO","Nacional","Rural",NULL,"79248490","elsycalderon79@gmail.com",NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TALNIQUE","CANTON LOS CIPRESES, J%2f TALNIQUE, LA LIBERTAD","68031","CENTRO ESCOLAR CANTÓN LOS CIPRESES","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TALNIQUE","CANTON LAS QUEBRADAS, J%2f TALNIQUE, LA LIBERTAD","86484","CENTRO ESCOLAR CANTÓN LAS QUEBRADAS","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TALNIQUE","CANTON SAN JOSE LOS SITIOS, J%2f TALNIQUE","E0190","CENTRO ESCOLAR CANTÓN SAN JOSÉ LOS SITIOS, SEDE EDUCAME","Nacional","Urbana",NULL,NULL,NULL,NULL,"Sede EDUCAME","Matutino","SI","NO"
"LA LIBERTAD","TAMANIQUE","COLONIA LOMA LINDA, POLÍGONO Nº 20, LOTES NOS. 39,40 Y 41,","10317","CENTRO ESCOLAR ""SAN ISIDRO LABRADOR""","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TAMANIQUE","BARRIO EL CALVARIO, J%2f TAMANIQUE, LA LIBERTAD","11262","COMPLEJO EDUCATIVO ""CAPITÁN GENERAL GERARDO BARRIOS""","Nacional","Urbana",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TAMANIQUE","CARRETERA LITORAL KM. 44 1%2f2, CANTON EL ZUNZAL, J%2f TAMANIQUE, LA LIBERTAD","11263","COMPLEJO EDUCATIVO "" CANTON EL ZUNZAL""","Nacional","Rural","23896063","74459244",NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TAMANIQUE","CASERIO HACIENDA SAN ALFONSO, CANTON SAN ALFONSO, J%2f TAMANIQUE, LA LIBERTAD","11265","CENTRO ESCOLAR "" CANTON SAN ALFONSO ""","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TAMANIQUE","CARRET. LITORAL KM. 50, CASERIO EL PALMARCITO, CANTON EL PALMAR, J%2f TAMANIQUE, LA LIBERTAD","11267","CENTRO ESCOLAR  "" LICENCIADO WALTER BENEKE ""","Nacional","Rural",NULL,"7585-9151","jorgelopez11267@hotmail.com",NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TAMANIQUE","HOGARES INFANTILES DE REMAR, KM. 42 1%2f2 CARRETERA LITORAL","21540","COLEGIO CRISTIANO EL OLIVO","Nacional","Urbana","3896151",NULL,NULL,NULL,"Centro educativo privado","Matutino","SI","NO"
"LA LIBERTAD","TAMANIQUE","CASERIO EL PROGRESO, CANTON SAN ALFONSO, J%2f TAMANIQUE, LA LIBERTAD","60116","CENTRO ESCOLAR CASERÍO EL PROGRESO, CANTÓN SAN ALFONSO","Nacional","Rural",NULL,NULL,"carloscarpio1979@yahoo.com",NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TAMANIQUE","CASERIO LOTIFICACION SAN ALFONSO, C%2f SAN ALFONSO, J%2f TAMANIQUE, LA LIBERTAD","68160","CENTRO ESCOLAR CASERÍO LOTIFICACIÓN SAN ALFONSO, CANTÓN SAN ALFONSO","Nacional","Rural","23896029","75719081","geovanibustillo@yahoo.es",NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TAMANIQUE","CASERIO HACIENDA. SAN ALFONSO, C%2f SAN ALFONSO, J%2f TAMANIQUE, LA LIBERTAD","68161","CENTRO ESCOLAR CASERIO HACIENDA SAN ALFONSO, C%2f SAN ALFONSO,","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","NO"
"LA LIBERTAD","TAMANIQUE","CASERIO ACAHUASPAN, C%2f EL PALMAR, J%2f TAMANIQUE, LA LIBERTAD","68162","CENTRO ESCOLAR CASERÍO ACAHUASPAN, CANTÓN EL PALMAR","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TAMANIQUE","CASERIO EL IZCANAL, C%2f EL PALMAR, J%2f TAMANIQUE, LA LIBERTAD","68163","CENTRO ESCOLAR CASERÍO EL IZCANAL, CANTÓN EL PALMAR","Nacional","Rural",NULL,"73308145","caserioizacanal7@hotmail.es",NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TAMANIQUE","CASERIO CORRAL DE PIEDRA, C%2f EL PALMAR, J%2f TAMANIQUE, LA LIBERTAD","68164","CENTRO ESCOLAR CASERÍO CORRAL DE PIEDRA, CANTÓN EL PALMAR","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TAMANIQUE","CASERIO LA LIMA, C%2f EL PALMAR, J%2f TAMANIQUE, LA LIBERTAD","68165","CENTRO ESCOLAR CASERÍO LA LIMA, CANTÓN EL PALMAR","Nacional","Rural",NULL,NULL,NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TAMANIQUE","CASERIO EL RANCHON, C%2f EL ZUNZAL, J%2f TAMANIQUE, LA LIBERTAD","68166","CENTRO ESCOLAR CASERÍO EL RANCHÓN, CANTÓN EL ZUNZAL","Nacional","Rural",NULL,"73650862",NULL,NULL,"Centro educativo oficial","Matutino","SI","SI"
"LA LIBERTAD","TAMANIQUE","CASERIO EL CENTRO , C%2f SAN ISIDRO, J%2f TAMANIQUE, LA LIBERTAD","68167","CENTRO ESCOLAR CASERÍO EL CENTRO, CANTÓN SAN ISIDRO","Nacional","Rural",NULL,"75008636","pachita.ana48@gmail.com",NULL,"Centro educativo oficial","Matutino","SI","SI"
