anio,codigo_est,codigo_dep,nombre_dep,codigo_dis,nombre_dis,codigo_zon,nombre_zon,codigo_bar,nombre_bar,direccion,coordenada,coordena_1,latitud,longitud,anho_cod_g,uri,xcoord,ycoord
"2021","1403187","14",Canindeyú,"16863",MARACANA,"2",Rural,"51758",5TO ENCUADRE 1RA LINEA,5TO ENCUADRE - 1RA LINEA,"7329478","597613","24º8'38.977""S","56º2'21.294""W",,http://datos.mec.gov.py/id/establecimientos/1403187,-56.03924818987,-24.144160164748
"2021","1403177","14",Canindeyú,"16863",MARACANA,"2",Rural,"51748",ASENT. HUBER DURE,NUCLEO 3,"7334274","606427","24º6'1.003""S","55º57'10.297""W",,http://datos.mec.gov.py/id/establecimientos/1403177,-55.9528601897042,-24.1002786348688
"2021","1403176","14",Canindeyú,"16863",MARACANA,"2",Rural,"8655",ASENT. HUBER DURE,,"7327560","606325","24º9'39.302""S","55º57'12.133""W",,http://datos.mec.gov.py/id/establecimientos/1403176,-55.9533703233655,-24.1609170949847
"2021","1403175","14",Canindeyú,"16863",MARACANA,"2",Rural,"51748",ASENT. HUBER DURE,COLONIA HUBER DURE NUCLEO 1,"7331768","606469","24º7'22.464""S","55º57'8.146""W",,http://datos.mec.gov.py/id/establecimientos/1403175,-55.9522628146457,-24.1229065865132
"2021","1403171","14",Canindeyú,"16863",MARACANA,"2",Rural,"51759",5TO ENCUADRE MARACANA,5TO ENCUADRE-2DA LINEA,"7329843","600471","24º8'26.464""S","56º0'40.129""W",,http://datos.mec.gov.py/id/establecimientos/1403171,-56.0111470316863,-24.1406843001299
"2021","1403163","14",Canindeyú,"16863",MARACANA,"2",Rural,"51765",COM INDIG PINDOJU MARACANA,100 KM DE CURUGUATY CAMINO A NUEVA DURANGO,"7322282","586579","24º12'35.254""S","56º8'50.67""W",,http://datos.mec.gov.py/id/establecimientos/1403163,-56.1474082329057,-24.2097926803195
"2021","1403157","14",Canindeyú,"16863",MARACANA,"2",Rural,"51747",MARACANA,9° ENCUADRE [MARACANA],"7329551","589390","24º8'38.36""S","56º7'12.646""W",,http://datos.mec.gov.py/id/establecimientos/1403157,-56.1201794328332,-24.1439888380856
"2021","1403143","14",Canindeyú,"16863",MARACANA,"2",Rural,"51747",MARACANA,2DO. ENCUADRE [LOCALIDAD: ASENTAMIENTO MARACANA],"7324805","593022","24º11'11.902""S","56º5'2.866""W",,http://datos.mec.gov.py/id/establecimientos/1403143,-56.0841293204725,-24.1866394303093
"2021","1403080","14",Canindeyú,"16863",MARACANA,"2",Rural,"51747",MARACANA,7º ENCUADRE [LOCALIDAD: ASENTAMIENTO MARACANA],"7335524","594472","24º5'23.102""S","56º4'13.996""W",,http://datos.mec.gov.py/id/establecimientos/1403080,-56.0705545445387,-24.0897504516804
"2021","1403076","14",Canindeyú,"16863",MARACANA,"2",Rural,"51747",MARACANA,1ER. ENCUADRE [LOCALIDAD: ASENTAMIENTO MARACANA],"7324476","589343","24º11'23.367""S","56º7'13.181""W",,http://datos.mec.gov.py/id/establecimientos/1403076,-56.1203280250335,-24.1898239406246
"2021","1403127","14",Canindeyú,"16863",MARACANA,"2",Rural,"51747",MARACANA,CALLE 8 DE DICIEMBRE 9NO ENCUADRE,"7330621","591349","24º8'3.168""S","56º6'3.483""W",,http://datos.mec.gov.py/id/establecimientos/1403127,-56.1009673998537,-24.1342133123776
"2021","1403091","14",Canindeyú,"16863",MARACANA,"2",Rural,"51764",ASENT. MARACANA  2,2DO. ENCUADRE,"7327380","593370","24º9'48.112""S","56º4'51.132""W",,http://datos.mec.gov.py/id/establecimientos/1403091,-56.0808698998103,-24.1633642044166
"2021","1403077","14",Canindeyú,"16863",MARACANA,"2",Rural,"51759",5TO ENCUADRE MARACANA,5ª ENCUADRE [LOCALIDAD: ASENTAMIENTO MARACANA],"7330117","599081","24º8'17.873""S","56º1'29.442""W",,http://datos.mec.gov.py/id/establecimientos/1403077,-56.0248448633786,-24.1382978577845
"2021","1403078","14",Canindeyú,"16863",MARACANA,"2",Rural,"51747",MARACANA,8VO ENCUADRE-CENTRO,"7330441","594608","24º8'8.328""S","56º4'7.985""W",,http://datos.mec.gov.py/id/establecimientos/1403078,-56.0688846678706,-24.1356466696872
"2021","1403081","14",Canindeyú,"16863",MARACANA,"2",Rural,"51747",MARACANA,6TO ENCUADRE - CENTRO,"7335683","599231","24º5'16.882""S","56º1'25.5""W",,http://datos.mec.gov.py/id/establecimientos/1403081,-56.0237500537721,-24.0880227826772
"2021","1403079","14",Canindeyú,"16863",MARACANA,"2",Rural,"8662",MARACANA,8ª ENCUADRE -1ª LINEA,"7330715","593258","24º7'59.71""S","56º4'55.875""W",,http://datos.mec.gov.py/id/establecimientos/1403079,-56.0821874518037,-24.1332526290376
"2021","1403089","14",Canindeyú,"16863",MARACANA,"2",Rural,"51750",ASENT. 4TO ENCUADRE MARACANA,4° ENCUADRE,"7323472","605720","24º11'52.35""S","55º57'32.492""W",,http://datos.mec.gov.py/id/establecimientos/1403089,-55.9590255256805,-24.1978748402694
"2021","1403088","14",Canindeyú,"16863",MARACANA,"2",Rural,"8662",MARACANA,3ER.ENCUADRE,"7325041","598513","24º11'3.026""S","56º1'48.318""W",,http://datos.mec.gov.py/id/establecimientos/1403088,-56.03008834816,-24.1841737920031
"2021","1403087","14",Canindeyú,"16863",MARACANA,"2",Rural,"8627",ASENT. MARACANA 3,8VO ENCUADRE - 2DA. LINEA,"7331116","595727","24º7'46.14""S","56º3'28.503""W",,http://datos.mec.gov.py/id/establecimientos/1403087,-56.0579174808602,-24.1294832537445
"2021","1703593","14",Canindeyú,"234",NUEVA ESPERANZA,"1",Urbana,"8727",CENTRO,CENTRO,,,,,,http://datos.mec.gov.py/id/establecimientos/1703593,,
"2021","1703441","14",Canindeyú,"234",NUEVA ESPERANZA,"1",Urbana,"8727",CENTRO,NUEVA ESPERANZA,,,,,,http://datos.mec.gov.py/id/establecimientos/1703441,,
"2021","1410044","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8743",URBANO,S/D,,,,,,http://datos.mec.gov.py/id/establecimientos/1410044,,
"2021","1410043","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8744",LOCALIDAD A CONFIRMAR,,,,,,,http://datos.mec.gov.py/id/establecimientos/1410043,,
"2021","1410042","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8736",COLONIA MARANGATU,ASENTAMIENTO ISLA VERDE,,,,,,http://datos.mec.gov.py/id/establecimientos/1410042,,
"2021","1410041","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"51679",COM INDIG ARA PYAHU AVA GUARANI,CANINDEYU -,,,,,,http://datos.mec.gov.py/id/establecimientos/1410041,,
"2021","1410040","14",Canindeyú,"234",NUEVA ESPERANZA,"1",Urbana,"8727",CENTRO,YVYRAPYTA E/PALMAS Y CEIVO,"7287990","717342","24º30'23.951""S","54º51'17.97""W",,http://datos.mec.gov.py/id/establecimientos/1410040,-54.8549915417271,-24.5066527960318
"2021","1410039","14",Canindeyú,"234",NUEVA ESPERANZA,"1",Urbana,"8727",CENTRO,CALLE PEROVA C/ CEDRO Y PALMA,"7287593","717450","24º30'36.795""S","54º51'13.915""W",,http://datos.mec.gov.py/id/establecimientos/1410039,-54.8538653704564,-24.5102207006524
"2021","1410038","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8742",LAUREL SUB-URBANO,AVDA. PRINCIPAL [LOCALIDAD: COLONIA LAURELES],"7281922","706811","24º33'46.307""S","54º57'28.748""W",,http://datos.mec.gov.py/id/establecimientos/1410038,-54.9579855795078,-24.5628628802192
"2021","1410037","14",Canindeyú,"234",NUEVA ESPERANZA,"1",Urbana,"8727",CENTRO,PUERTA DEL SOL.,"7288046","717267","24º30'22.169""S","54º51'20.664""W",,http://datos.mec.gov.py/id/establecimientos/1410037,-54.8557399096613,-24.5061578920969
"2021","1410036","14",Canindeyú,"234",NUEVA ESPERANZA,"1",Urbana,"51683",COM INDIG TAKUARA¦I,"A 45 KM,DE NUEVA ESPERANZA",,,,,,http://datos.mec.gov.py/id/establecimientos/1410036,,
"2021","1410034","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8738",EL PORTAL SUB-URBANO,A 300 MTS DE LA SUPERCARRETERA A SALTO DEL GU [EL PORTAL],"7289997","717192","24º29'18.816""S","54º51'24.402""W",,http://datos.mec.gov.py/id/establecimientos/1410034,-54.8567783277528,-24.4885599453296
"2021","1410033","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8730",CERRO AZUL,1º LINEA A 24 KM DE SUPERCARRETERA - CAMINO A MARANGATU,"7280275","735508","24º34'25.036""S","54º40'28.323""W",,http://datos.mec.gov.py/id/establecimientos/1410033,-54.6745342253125,-24.5736208912905
"2021","1410030","14",Canindeyú,"234",NUEVA ESPERANZA,"1",Urbana,"8727",CENTRO,AV. YVYRAPYTA Y GUAJAYVI,"7288284","716889","24º30'14.627""S","54º51'34.217""W",,http://datos.mec.gov.py/id/establecimientos/1410030,-54.8595048323814,-24.5040627950359
"2021","1410029","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8737",COM INDIG ITAVO GUARANI,ITAVO,"7271907","743847","24º38'52.212""S","54º35'26.888""W",,http://datos.mec.gov.py/id/establecimientos/1410029,-54.5908022297814,-24.6478366390155
"2021","1410026","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"51676",TRACTOR KUE,"COLONIA TRACTOR CUE, A 22 KM  CAMINO A MARANGATU","7272672","726906","24º38'36.68""S","54º45'29.511""W",,http://datos.mec.gov.py/id/establecimientos/1410026,-54.7581974638025,-24.6435221640473
"2021","1410025","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"51675",SAN ANTONIO,AVENIDA PRINCIPAL - CAMINO A 11 DE SETIEMBRE [COLONIA SAN ANTONIO],,,,,,http://datos.mec.gov.py/id/establecimientos/1410025,,
"2021","1410024","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8729",TRONCAL 4 SUR,CAMINO LAUREL COL. GASORY,"7281986","712745","24º33'41.329""S","54º53'57.964""W",,http://datos.mec.gov.py/id/establecimientos/1410024,-54.8994344433481,-24.5614800470731
"2021","1410018","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8742",LAUREL SUB-URBANO,AVDA. PRINCIPAL DE LAUREL [LAUREL],"7281839","706920","24º33'48.951""S","54º57'24.832""W",,http://datos.mec.gov.py/id/establecimientos/1410018,-54.9568977229399,-24.563597440316
"2021","1410016","14",Canindeyú,"234",NUEVA ESPERANZA,"1",Urbana,"8743",URBANO,GUAYAYBI E/ KURUPA°Y Y PEROBA  [LOCALIDAD: CÑIA. NUEVA ESPERANZA],"7287549","717452","24º30'38.224""S","54º51'13.82""W",,http://datos.mec.gov.py/id/establecimientos/1410016,-54.8538388944908,-24.5106175340069
"2021","1410014","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8739",COLONIA ITAMBEY SUB-URBANO,CAMINO A MARANGATU - 45KM DENUEVA ESPERANZA - AL ESTE,"7273794","737656","24º37'54.395""S","54º39'8.088""W",,http://datos.mec.gov.py/id/establecimientos/1410014,-54.6522466344872,-24.6317763292404
"2021","1410012","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8736",COLONIA MARANGATU,COLONIA MARANGATU A 65 KM DE LA SUPERCARRETERA,"7271524","749437","24º39'1.431""S","54º32'7.962""W",,http://datos.mec.gov.py/id/establecimientos/1410012,-54.5355450897735,-24.6503973177931
"2021","1410005","14",Canindeyú,"234",NUEVA ESPERANZA,"2",Rural,"8736",COLONIA MARANGATU,CAMINO TRONCAL A 85 KM DE  NUEVA ESPERANZA - AL ESTE,"7278783","760741","24º34'58.914""S","54º25'31.043""W",,http://datos.mec.gov.py/id/establecimientos/1410005,-54.4252897873807,-24.5830314520002
"2021","1401002","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8758",SAN PEDRO,AVDA. JUAN DE ROSA ÑUÑEZ ESQ. PYKASU [SALTO DEL GUAIRA],"7337637","773541","24º2'59.441""S","54º18'36.845""W",,http://datos.mec.gov.py/id/establecimientos/1401002,-54.3102347835182,-24.0498446675707
"2021","1401006","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8759",DONDE NACE EL SOL,GRAL. BERNARDINO CABALLERO Y DEL MAESTRO,"7336102","774060","24º3'48.975""S","54º18'17.447""W",,http://datos.mec.gov.py/id/establecimientos/1401006,-54.3048463965654,-24.0636039848736
"2021","1401003","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8749",STELLA MARYS,A 2 CUADRAS DEL REFUGIO BIOL. ITAIPU,"7336778","774517","24º3'26.733""S","54º18'1.742""W",,http://datos.mec.gov.py/id/establecimientos/1401003,-54.3004837550425,-24.0574258061192
"2021","1401008","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8766",PUERTO ADELA SUB-URBANO,PUERTO ADELA,"7289527","765202","24º29'7.216""S","54º22'59.832""W",,http://datos.mec.gov.py/id/establecimientos/1401008,-54.3832867148784,-24.4853377168113
"2021","1401017","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8767",COLONIA CANINDEYU,BARRIO SAN ISIDRO [COLONIA NAC. CANINDEYU],"7338772","768776","24º2'25.513""S","54º21'26.137""W",,http://datos.mec.gov.py/id/establecimientos/1401017,-54.3572601439181,-24.0404199926082
"2021","1401034","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8753",SAN MIGUEL,,"7335573","773499","24º4'6.506""S","54º18'36.933""W",,http://datos.mec.gov.py/id/establecimientos/1401034,-54.3102590384148,-24.0684737892086
"2021","1401036","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8762",COM INDIG GUAVIRA,GUYRA KEHA,"7353003","742979","23º54'58.179""S","54º36'47.149""W",,http://datos.mec.gov.py/id/establecimientos/1401036,-54.6130969784222,-23.9161606085327
"2021","1401035","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8752",SAN JORGE KILOMETRO 3,KM 2 RUTA N° 10 LAS RESIDENTAS [BARRIO SAN JORGE],"7333588","771462","24°5'12.226""S","54°19'47.639""W",,http://datos.mec.gov.py/id/establecimientos/1401035,-54.3299038707586,-24.0867339606684
"2021","1401052","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8764",SAN FRANCISCO,SAN FRANCISCO,,,,,,http://datos.mec.gov.py/id/establecimientos/1401052,,
"2021","1401057","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"51532",KAREN LUANA,A MIL MTRS DE LA AV. PARAGUAY,,,,,,http://datos.mec.gov.py/id/establecimientos/1401057,,
"2021","1401055","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8766",PUERTO ADELA SUB-URBANO,MCAL. LOPEZ - CALLE 6 [LOCALIDAD: CNIA. PUERTO ADELA],"7289559","765301","24º 29' 6.116"" S","54º 22' 56.340"" W",,http://datos.mec.gov.py/id/establecimientos/1401055,-54.3823166722887,-24.4850320829069
"2021","1401054","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8759",DONDE NACE EL SOL,CALLE AUGUSTO ROA BASTOS E/ HERNANDARIAS  Nº 1010 [SALTO DEL GUAIRA],"7335984","774219","24º3'52.708""S","54º18'11.743""W",,http://datos.mec.gov.py/id/establecimientos/1401054,-54.3032618462439,-24.0646410569347
"2021","1401060","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8754",LOCALIDAD A CONFIRMAR,"CALLE 10 LAS RESIDENTAS ""FRACCIÓN PARAÍSO"" -BARRIO INDUSTRIAL",,,,,,http://datos.mec.gov.py/id/establecimientos/1401060,,
"2021","1703442","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8754",LOCALIDAD A CONFIRMAR,SALTO DEL GUAIRÁ,,,,,,http://datos.mec.gov.py/id/establecimientos/1703442,,
"2021","1407058","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8748",PUERTO ADELA,POZUELO KM24,"7289842","760605","24º28'59.789""S","54º25'43.199""W",,http://datos.mec.gov.py/id/establecimientos/1407058,-54.4286663722357,-24.4832744371642
"2021","1407095","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"51543",ASENT. LA PAZ,ASENTAMIENTO LA  PAZ,"7286100","747078","24° 31' 09.3"" S","54° 33' 41.0"" W",,http://datos.mec.gov.py/id/establecimientos/1407095,-54.5613853365296,-24.5192530090637
"2021","1407066","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8769",COM INDIG TEKOHA POTY VERA,40 KM. DE LA PALOMA [TEKOA POTY VERA],"7298240","759909","24º24'27.428""S","54º26'13.423""W",,http://datos.mec.gov.py/id/establecimientos/1407066,-54.4370619528655,-24.4076187043879
"2021","1407061","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8751",COL. GUADALUPE COMINO TRES,COLONIA GUADALUPE,"7308366","763519","24º18'56.34""S","54º24'12.092""W",,http://datos.mec.gov.py/id/establecimientos/1407061,-54.4033589750287,-24.315649846474
"2021","1407060","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8748",PUERTO ADELA,COLONIA SAN SEBASTIAN [SAN SEBASTIAN - PTO. ADELA] (DISTRITO CAMBIADO - FRANCISCO C A),"7287835","748596","24º30'12.077""S","54º32'48.184""W",,http://datos.mec.gov.py/id/establecimientos/1407060,-54.5467178589286,-24.5033546398024
"2021","1407059","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8748",PUERTO ADELA,[ROYSA - C.EDUC. NO. 2],"7297181","765931","24º24'58.165""S","54º22'39.109""W",,http://datos.mec.gov.py/id/establecimientos/1407059,-54.3775302523588,-24.4161566916
"2021","1403263","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"51525",SANTA ROSA,S/D,"7335602","773940","24°4'5.273""S","54°18'21.336""W",,http://datos.mec.gov.py/id/establecimientos/1403263,-54.305931208067,-24.068135852284
"2021","1401058","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"51528",PRIMAVERA,S/D,,,,,,http://datos.mec.gov.py/id/establecimientos/1401058,,
"2021","1401053","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"51523",1RO DE MAYO,CALLE VETERANOS DEL 47 C/AVDA ITAIPÚ,"7335979","774204","24º3'52.88""S","54º18'12.27""W",,http://datos.mec.gov.py/id/establecimientos/1401053,-54.3034082888935,-24.0646887669767
"2021","1401044","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8752",SAN JORGE KILOMETRO 3,AVDA. DE LAS RESIDENTAS RUTA 10,"7334844","772308","24º4'30.924""S","54º19'18.571""W",,http://datos.mec.gov.py/id/establecimientos/1401044,-54.321825308587,-24.0752564731389
"2021","1401018","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8757",ASENT. 8 DE DICIEMBRE,RUTA  10 LAS RESIDENTAS [CAFETAL],"7333085","767831","24º5'30.811""S","54º21'55.785""W",,http://datos.mec.gov.py/id/establecimientos/1401018,-54.3654958093694,-24.0918916952517
"2021","1401009","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"2",Rural,"8748",PUERTO ADELA,SANTA LUCIA,"7293558","765104","24º26'56.349""S","54º23'6.017""W",,http://datos.mec.gov.py/id/establecimientos/1401009,-54.3850046252566,-24.4489856400114
"2021","1401007","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"8765",MARIA AUXILIADORA,PADRE BRUNO OTTE Y RICARDO MENDEZ GONZALVEZ,"7336622","773607","24º3'32.368""S","54º18'33.823""W",,http://datos.mec.gov.py/id/establecimientos/1401007,-54.309395337402,-24.0589908196391
"2021","1401001","14",Canindeyú,"235",SALTO DEL GUAIRÁ,"1",Urbana,"51530",ADELA SPERATTI,VILLA INDUSTRIAL [VILLA INDUSTRIAL],"7336736","772784","24º3'29.176""S","54º19'3.011""W",,http://datos.mec.gov.py/id/establecimientos/1401001,-54.3175030393011,-24.0581043262311
"2021","1403012","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8800",SAN JOSE,SAN JOSÉ OBRERO,"7338818","624898","24º3'28.415""S","55º46'17.56""W",,http://datos.mec.gov.py/id/establecimientos/1403012,-55.7715445271185,-24.0578928833062
"2021","1404084","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8770",KOE PORA,,,,,,,http://datos.mec.gov.py/id/establecimientos/1404084,,
"2021","1404083","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8788",MBOI JAGUA,20 KM DE VILLA YGATIMI,,,,,,http://datos.mec.gov.py/id/establecimientos/1404083,,
"2021","1404082","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8782",NUEVA ALIANZA,NUEVA ALIANZA,,,,,,http://datos.mec.gov.py/id/establecimientos/1404082,,
"2021","1404081","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8782",NUEVA ALIANZA,ASENTAMIENTO NUEVA ALIANZA,,,,,,http://datos.mec.gov.py/id/establecimientos/1404081,,
"2021","1404079","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8780",ITANARAMI,,,,,,,http://datos.mec.gov.py/id/establecimientos/1404079,,
"2021","1404076","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8788",MBOI JAGUA,COMUNIDAD INDIGENA MBOI JAGUA - BARRI PINDOTY,,,,,,http://datos.mec.gov.py/id/establecimientos/1404076,,
"2021","1404074","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8789",LOMA CLAVEL ( YGATIMI ),AVDA. VIRGEN DEL CAMER Y CALLE S/N,,,,,,http://datos.mec.gov.py/id/establecimientos/1404074,,
"2021","1404073","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8799",TENDAL ( RESERVA DEL MBARACAYU ),RESERVA NATURAL DEL BOSQUE MBARACAYU (LOCALIDAD : TENDAL),,,,,,http://datos.mec.gov.py/id/establecimientos/1404073,,
"2021","1404069","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8774",SAN SEBASTIAN,2° LINEA SAN SEBASTIAN,"7336436","623867","24º4'46.142""S","55º46'53.328""W",,http://datos.mec.gov.py/id/establecimientos/1404069,-55.7814801038326,-24.0794837648826
"2021","1404068","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8794",KO'E PORA,ASENTAMIENTO KO´E PORA [LOCALIDAD: VIRGEN DE LOURDES],"7336381","623890","24º4'47.923""S","55º46'52.497""W",,http://datos.mec.gov.py/id/establecimientos/1404068,-55.7812491897401,-24.0799786200425
"2021","1404058","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"51613",COM INDIG KA'AGUY POTY,A 15 KM DE YPEJHU,,,,,,http://datos.mec.gov.py/id/establecimientos/1404058,,
"2021","1404057","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8773",ÑANDU ROCAI,40 KM. DE YPEHU - CAMINO A VILLA YGATIMI [COMUNIDAD YAPO],"7350420","654384","23º 57' 1.922"" S","55º 28' 58.197"" W",,http://datos.mec.gov.py/id/establecimientos/1404057,-55.4828309387525,-23.9505351272839
"2021","1404054","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8771",SAN ANTONIO,20 KM. DE VILLA YGATIMI,"7337401","628682","24º4'13.387""S","55º44'3.148""W",,http://datos.mec.gov.py/id/establecimientos/1404054,-55.7342077915741,-24.0703851615271
"2021","1404053","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8793",COM INDIG ARROYO MOKOI YVA POTY,CAMINO A YGATIMI A YPEJHU,"7340652","648822","24º2'21.351""S","55º32'11.324""W",,http://datos.mec.gov.py/id/establecimientos/1404053,-55.5364788309499,-24.0392639235952
"2021","1404052","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8797",COM INDIG TAKUARY,CAMINO A KARUPERA A 80 KM. DE CURUGUATY,"7314799","649829","24º 16' 21.360"" S","55º 31' 26.040"" W",,http://datos.mec.gov.py/id/establecimientos/1404052,-55.5238982365849,-24.2725982520123
"2021","1404049","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8771",SAN ANTONIO,SAN ANTONIO,"7338744","644218","24º3'24.905""S","55º34'53.596""W",,http://datos.mec.gov.py/id/establecimientos/1404049,-55.581554454286,-24.0569180853921
"2021","1404046","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8783",ASENT. 1° DE MAYO,1° DE MAYO,"7325347","641054","24º10'41.417""S","55º36'40.902""W",,http://datos.mec.gov.py/id/establecimientos/1404046,-55.6113616725942,-24.1781713359348
"2021","1404045","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8803",LAS RESIDENTAS,SANTA LUCIA,"7338259","641054","24º3'41.698""S","55º36'45.43""W",,http://datos.mec.gov.py/id/establecimientos/1404045,-55.6126194540964,-24.0615826361747
"2021","1404044","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"51619",COM INDIG KA¦AGUY PORA POTY,10 KM. ANTES DE LLEGAR A VILLA YGATIMI [KA´AGUY PORA POTY],,,,,,http://datos.mec.gov.py/id/establecimientos/1404044,,
"2021","1404043","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8782",NUEVA ALIANZA,ASENT. NUEVA ALIANZA A 8 KM. CAMINO A YGATIMÍ,"7320833","642572","24º13'7.655""S","55º35'45.508""W",,http://datos.mec.gov.py/id/establecimientos/1404043,-55.5959745081096,-24.2187929142083
"2021","1404042","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8805",COM INDIG ARROYO BANDERA,A 15 KM DE YGATIMI CAMINO A RESERVA MBARACAYU,"7333659","647408","24º6'9.137""S","55º32'58.815""W",,http://datos.mec.gov.py/id/establecimientos/1404042,-55.5496706916128,-24.1025380590675
"2021","1404041","14",Canindeyú,"238",VILLA YGATIMÍ,"1",Urbana,"8801",SAGRADA FAMILIA,CALLE SAN JORGE,"7331989","638402","24º7'6.358""S","55º38'17.16""W",,http://datos.mec.gov.py/id/establecimientos/1404041,-55.6380999034505,-24.1184325914645
"2021","1404038","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8798",COM INDIG ITA POTY,CERRO PYTA,"7333749","641250","24º6'8.238""S","55º36'36.911""W",,http://datos.mec.gov.py/id/establecimientos/1404038,-55.610253049678,-24.102288297593
"2021","1404037","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8780",ITANARAMI,CALLE AURELIO RECALDE Y PEDRO J. CABALLERO [LOCALIDAD: COLONIA MBÙYTY],"7331739","636752","24º7'15.002""S","55º39'15.513""W",,http://datos.mec.gov.py/id/establecimientos/1404037,-55.6543090654185,-24.1208338781051
"2021","1404035","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8808",COM INDIG CHUPA POU,A 1500 MS DE LA RUTA QUE VA A YGATIMI,"7321880","634752","24º12'36.106""S","55º40'23.037""W",,http://datos.mec.gov.py/id/establecimientos/1404035,-55.6730658946597,-24.2100294078986
"2021","1404034","14",Canindeyú,"238",VILLA YGATIMÍ,"2",Rural,"8788",MBOI JAGUA,20 KM. DE VILLA YGATIMI [CÑOA. MBOI JAGUA],"7330898","641889","24º7'40.707""S","55º36'13.277""W",,http://datos.mec.gov.py/id/establecimientos/1404034,-55.6036881446327,-24.1279739914689
