geo_id,deped_id,school_name
NIG-031355,,BJSS IMIRINGI
NIG-031356,,HEC ST.CLEMENT
NIG-031357,,"Odinade  Community Secondary School,Amakalakala."
NIG-031358,,"State School 1,Ayakoro."
NIG-031359,,Basic Junior Secondary School Otuoke
NIG-031360,,Ohen.Pry.Sch.Evbouhenoba.Ugboko
NIG-031361,,"Basic Junior Secondary School,Ologi"
NIG-031362,,State School Otuogori
NIG-031363,,State school 2
NIG-031364,,Rev. Fr Grace Memorial Eductn centre
NIG-031365,,"State central school,kolo"
NIG-031366,,"State School 3, kolo"
NIG-031367,,Wakaso Primary School
NIG-031368,,"Community Comprehensive Secondary School ,Opume"
NIG-031369,,"COMMUNITY LGEA SCHOOL,ODO-ATA."
NIG-031370,,Okpoko comm primary sch okpoko 12
NIG-031371,,Unity Primary School Ogwuaniocha
NIG-031372,,Goni Lawanti Islamiya
NIG-031373,,Ogb/55
NIG-031374,,Saint Jamrs‘ group of schools
NIG-031375,,Victory comp sec. Sch
NIG-031376,,wisdom model  primary sch
NIG-031377,,LGEA School Obuburu
NIG-031378,,Bigaru Primary School
NIG-031379,,Okpoko community primary school III
NIG-031380,,Comm pry sch 3 iyiowa-odekpe
NIG-031381,,Saint James Ang.Church oyiowa-odokpe
NIG-031382,,Dantutture Primary School
NIG-031383,,Gracious model nursery &primary
NIG-031384,,Central Pilot Science School shafan kwotto
NIG-031385,,Okpoko comm primary sch okpoko 8
NIG-031386,,Golden child academy
NIG-031387,,C p s ogbakuba
NIG-031388,,St gregory nursery & primary school iyiowa odekpe
NIG-031389,,The Apostolic Middle School
NIG-031390,,AGUBATA NDIESHA COMMUNITY SCHOOL
NIG-031391,,"Central school ,atani"
NIG-031392,,Hvccg
NIG-031393,,
NIG-031394,,Cps. Obene
NIG-031395,,Oxford Creative intl school
NIG-031396,,Okpoko comm. Primary sch 2
NIG-031397,,St theresa. Nursery. Pri. Sch. 
NIG-031398,,Oluama primary. Sch. Ngwouno
NIG-031399,,Okpoko community primary school 7
NIG-031400,,Comm boys sech school okpoko
NIG-031401,,King Devid‘s internstional
NIG-031402,,Comm girls sec school okpoko
NIG-031403,,gasakuli
NIG-031404,,Cps ohita
NIG-031405,,Johnbosco
NIG-031406,,lgea epechicha
NIG-031407,,UBE/JSS OBU2
NIG-031408,,lgea pri sch aho
NIG-031409,,Gagidiba pri. School
NIG-031410,,WORD OF FAITH GROUP OF SCHOOLS. SENIOR SECONDARY
NIG-031411,,lgea pri sch atamaka 
NIG-031412,,Baptist Pry Sch. Oolo
NIG-031413,,Saint High School
NIG-031414,,UBE Junior Sec. Sch. Court
NIG-031415,,LGEA primary school Obu2
NIG-031416,,LGEA Ogbata
NIG-031417,,LGEA Pri. Sch. Court
NIG-031418,,Hosannah Int Nursery Primary School
NIG-031419,,LGED PRIM SEC ITABONO
NIG-031420,,LGEA Ameji Aiona
NIG-031421,,LGEA Idris Gana
NIG-031422,,LGEA Ipole Aiodu
NIG-031423,,LGEA Primary school ago
NIG-031424,,Belin Maifama Primary School
NIG-031425,,LGEA Prim Sch. OLAIGWUCHE
NIG-031426,,CHAMO CENTRAL PRIMARY SCHOOL
NIG-031427,,lgea pri sch odobo
NIG-031428,,Kuka sps
NIG-031429,,L.G.E.A. Pri Sch Agbaha
NIG-031430,,Umuika Primary School Enuogu Nkerefi
NIG-031431,,UBE JSS Orokam Center 1
NIG-031432,,lgea nur pri sch odoba
NIG-031433,,LGEA Primary school abo2
NIG-031434,,"LGEA Primary School, Ubuh"
NIG-031435,,LGEA Aifam Center
NIG-031436,,"LGEA Primary School, Igwu Akor 1,Orokam"
NIG-031437,,"UBE JSS, Adupi"
NIG-031438,,LGEA Primary school 
NIG-031439,,EBENEZAR MODEL SCHOOL
NIG-031440,,lgea achougbidu
NIG-031441,,"Divine Love Pax Secondary School, Orokam"
NIG-031442,,"LGEA Primary School,Ejule Adupi"
NIG-031443,,LGEA Pry Sch
NIG-031444,,Okoti-Eboh Grammar sch.
NIG-031445,,lgea spec pri sho ipori 1
NIG-031446,,lgea pilot sc pri sch ipole 2
NIG-031447,,Madarasatul Hayatul Islam
NIG-031448,,Echewemema Sec Sch Ukalegu
NIG-031449,,LGEA PRIMARY SCHOOL
NIG-031450,,lgea ejile
NIG-031451,,LEA Primary School Keller
NIG-031452,,L G EA Prim Sch Efeche
NIG-031453,,Christ The Redeemerâs Int.Secondary Schl
NIG-031454,,"Nativity College, Ukporo Igwu "
NIG-031455,,Methodist Pri. Sch. Ekekwute
NIG-031456,,LGEA Primary school Ididuoko
NIG-031457,,LGEA Primary school Ugbamaka
NIG-031458,,Pri. Sch. Olaidede
NIG-031459,,LGEA Adum Oko
NIG-031460,,Sawon gabas primary school
NIG-031461,,LGEA prim Sec Iga Uroko
NIG-031462,,Rafin Jatau Primary School
NIG-031463,,ONICHA MODEL SECONDARY TECHNICAL SCHOOL
NIG-031464,,KingQueen Sec Sch
NIG-031465,,LGEA PRIN SCH AGBAFU
NIG-031466,,LGEA Primary school ipole ejaa
NIG-031467,,BAPTIST DAY SCHOOL
NIG-031468,,LGEA Nur/pri sch. Efekwo
NIG-031469,,Mainland int. Sec. School
NIG-031470,,"LGEA Primary School, Ishilor Igwu"
NIG-031471,,Jingine primary school
NIG-031472,,UNICEF ECCE School Orok Center 1
NIG-031473,,"Community Primary School, Ejaah"
NIG-031474,,LGEA Ipole Oko
NIG-031475,,Divine Glory Academy
NIG-031476,,LGEA Ocheje Imeyi Oko
NIG-031477,,Alkwo pri sch
NIG-031478,,"ODUNMARA COMMUNITY SCHOOL, OBI ORODO"
NIG-031479,,UBE JSS OLACHAGBAHA
NIG-031480,,LGEA School Ugbogidi Orokam
NIG-031481,,PREMIER COMMERCIAL SCHOOL
NIG-031482,,UBE JSS Igwu Akor 1
NIG-031483,,UBE Ung. Maharba
NIG-031484,,LGEA Prim School Adepe
NIG-031485,,Difa preprimary
NIG-031486,,Kings inter. nursary & Prim.sch
NIG-031487,,LGEA Iyiru
NIG-031488,,LGEA Prim Sch. EPAIEGBO
NIG-031489,,"RCM Primary School, Aboki"
NIG-031490,,"LGEA Primary School,Ipole Ibagba Owukpa"
NIG-031491,,UBE JSSS Ipole Owukpa
NIG-031492,,"LGEA Primary School,Eyupi"
NIG-031493,,"UBE JSS, Aiodu Center, Owukpa"
NIG-031494,,GJSS Patigi
NIG-031495,,LGEA Oda
NIG-031496,,Nana Aisha Academy
NIG-031497,,"LGEA Primary School, Ipole, Owukpa"
NIG-031498,,PYATTA TUM TUM PRIMARY SHCHOOL
NIG-031499,,govt sc and tech col ipari
NIG-031500,,Umagbae grammar school
NIG-031501,,GJSS GARIN DAU
NIG-031502,,"St James International College, Ipole Owukpa"
NIG-031503,,LGEA pri. Sch. Zaria
NIG-031504,,Govt daysec  sch  Gwaram
NIG-031505,,Farafara pri school
NIG-031506,,LGEA Ipole Aifam
NIG-031507,,KOYU PRIMARY SCHOOL
NIG-031508,,LGEA Primary school Agbebo/Olempe
NIG-031509,,LGEA Primary school okpoto
NIG-031510,,"community secondary school,Obiofu"
NIG-031511,,Dumburawa primary school
NIG-031512,,Community Girls Secondary School Omoku (UBE)
NIG-031513,,GUDAN ISA PRIMARY SCHOOL
NIG-031514,,Universal Primary Education (UPE) School Omoku
NIG-031515,,Community Secondary School Omoku
NIG-031516,,Fantaika nomadic primary school
NIG-031517,,Community Primary School Okpurukpuali
NIG-031518,,Mgbede grammar school okwuzi(UBE)
NIG-031519,,Css egbada
NIG-031520,,Ar-rahman model college
NIG-031521,,"COMMUNITY SECONDARY SCHOOL, MGBEDE -SENIOR"
NIG-031522,,GSS Ndoni
NIG-031523,,"Central Primary School, Mutum Daya"
NIG-031524,,CAMBRIGE PARADISE UNIVERASAL SCHOOL
NIG-031525,,"COMMUNITY PRIMARY SCHOOL, UJU"
NIG-031526,,Faith step int‘l
NIG-031527,,St. Stephens Primary School Omoku
NIG-031528,,Com Prim sch Ase Azaga
NIG-031529,,COMMUNITY PRIMARY SCHOOL OBOBURU
NIG-031530,,Community Secondary School Obagi
NIG-031531,,Community primary school obohia omoku
NIG-031532,,St. Mary Catholic Sch.
NIG-031533,,"COMMUNITY PRIMARY SCHOOL, EKPEMBEDE"
NIG-031534,,Community secondary school Ama
NIG-031535,,Tossivi Precious Nursery And Primary School
NIG-031536,,Community Primary School Agwe-obodo
NIG-031537,,Community secondary school  Obigwe
NIG-031538,,"COMMUNITY PRUMARY SCHOOL, NORTH, OKWUZI"
NIG-031539,,Unity Sec. Sch. ABABENE
NIG-031540,,"GOVERNMENT SECONDARY SCHOOL, AKABUKA - SENIOR"
NIG-031541,,PRIME NURSERY AND PRIMARY SCHOOLS
NIG-031542,,Community Secondary School Ase-Azaga
NIG-031543,,MARASUWA PRIMARY SCHOOL
NIG-031544,,Community primary school obuikegi
NIG-031545,,"COMMUNITY PRIMARY SCHOOL, OBEYEBE"
NIG-031546,,Garin abba primary school
NIG-031547,,CHOSEN INTERNATIONAL SCHOOL
NIG-031548,,Maigayya Primary School
NIG-031549,,COMMUNITY MODEL PRIMARY SCHOOL OMOKU
NIG-031550,,Lgea seri 1
NIG-031551,,Kazar Dawa Islamiyya Primary School
NIG-031552,,Solid Rock School
NIG-031553,,"COMMUNITY PRIMARY SCHOOL, OKPOSI"
NIG-031554,,Community Secondary School Obgi
NIG-031555,,St.Micheal Nusery/Primary School Isukwa
NIG-031556,,Victory High School
NIG-031557,,COMMUNITY SECONDARY SCHOOL OBRIKOM
NIG-031558,,ST PAUL HIGH SCHOOL
NIG-031559,,Community primary school Ase- imeonite
NIG-031560,,Premier college ojongbolu
NIG-031561,,GOVERNMENT SECONDARY SCHOOL J
NIG-031562,,Dinya Islamiyya primary
NIG-031563,,"COMMUNITY PRIMARY SCHOOL, SOUTH, OKWUZI"
NIG-031564,,IDU COMP HIGH SCHL UBE
NIG-031565,,Beckey Academy
NIG-031566,,Kahel
NIG-031567,,COMMUNITY SECONDARY SCHOOL OBIOZIMINI
NIG-031568,,St Mary‘s Primary School Alinso Okanu
NIG-031569,,COMPREHENSIVE SECONDARY SCHOOL EBOGORO
NIG-031570,,U.P.E. Model Primary School Obrikom
NIG-031571,,Commuinty Primary School Erema
NIG-031572,,Community Primary School Umuajie
NIG-031573,,Community Primary School Obikwele
NIG-031574,,ROYAL DESTINY INTERNATIONAL
NIG-031575,,Community Srcondary School (UBE) Erema.
NIG-031576,,rijia pri sch
NIG-031577,,Alco Secondary School
NIG-031578,,"COMMUNITY PRIMARY SCHOOL, AGGAH"
NIG-031579,,Css. Mgbede
NIG-031580,,Kuramo Primary School
NIG-031581,,"PEOPLES MODEL SCHL 
OBAKATA"
NIG-031582,,"UNIVERSAL PRIMARY SCHOOL, MGBEDE"
NIG-031583,,"State Prim. Sch. 3, Omerulu"
NIG-031584,,Community secondary school aggah
NIG-031585,,Tella primary school
NIG-031586,,Bright Nobel Christian College
NIG-031587,,"COMMUNITY PRIMARY SCHOOL, EBOCHA"
NIG-031588,,Cps mgbede
NIG-031589,,Central School Omoku
NIG-031590,,ADVENTIST NURSERY AND PRIMARY SCHOOL
NIG-031591,,"Central Primary School, Bandawa"
NIG-031592,,Divine Favour Nursery&Primary School
NIG-031593,,Community Primary School 2 umuagwa Erema
NIG-031594,,shamahma memorial Academy
NIG-031595,,WISDOM HERITAGE ACADEMY
NIG-031596,,ECWA Nursery School
NIG-031597,,Central School Idu Obosiukwu
NIG-031598,,Gora Primary School Gora
NIG-031599,,UBE JSS OJUWOCHA
NIG-031600,,UBE/JSS UMOMI
NIG-031601,,St. Joseph College
NIG-031602,,LGEA Pry School Adupi Igwu
NIG-031603,,ARABIC  PRIMARY  SCHOOL  ALOBI
NIG-031604,,UBE/JSS AKAYA-EJULE
NIG-031605,,Aduware Primary School
NIG-031606,,LGEA PRIMARY SCHOOL 
NIG-031607,,LGEA PRIMARY SCHOOL AJEGWU
NIG-031608,,
NIG-031609,,LGEA OBAGWU ATE
NIG-031610,,UBE JSS OGOKWOLO
NIG-031611,,Fujis High Sch.Sapele
NIG-031612,,
NIG-031613,,Bezawa primary school
NIG-031614,,LGEA Pry School Oji Awukpo
NIG-031615,,EYELE PRIMARY SCHOOL
NIG-031616,,RCM Primary School Aboshin
NIG-031617,,"LGEA OKPAGA PRIMARY, SCHOOL."
NIG-031618,,CJSS Umuogadu Ngbo
NIG-031619,,Lgea primary school ofemango onicha igo
NIG-031620,,DANGADABRO PRIMARY SCHOOL
NIG-031621,,Govt Girls Model Sec School
NIG-031622,,UBE Igoti
NIG-031623,,"LGAE PRIMARY SCHOOL, OGBOYAGA."
NIG-031624,,Ikeji Arakeji Grammar sch
NIG-031625,,"LGEA PRIMARY SCHOOL, AJI-OBALA."
NIG-031626,,UBE JSS
NIG-031627,,SAINT ANDREW'S PRIMARY SCHOOL
NIG-031628,,LGEA  CENTRAL PRIMARY SCHOOL  2  ITOBE.
NIG-031629,,Nomadic basic school
NIG-031630,,Community Secondary Schl. Umomi
NIG-031631,,LGEA AGBODOGO
NIG-031632,,LGEA School 1&2 Ojuwo Onicha Igo
NIG-031633,,govt day secondary sch
NIG-031634,,Community Secondary Schl Ejule
NIG-031635,,UNITY INTERNATIONAL SEC. SCHOOL EIKA OHIZENYI
NIG-031636,,School
NIG-031637,,LGEA Primary Schl. Obaje-Ako
NIG-031638,,LGEA Pry School Ofodo Okakwu
NIG-031639,,LGEA AYEGBA PRIMARY SCHOOL IV
NIG-031640,,OVWODAWARE PRI SCH I UGHELLI
NIG-031641,,UBE JUNIOR SECONDARY SCHOOL
NIG-031642,,LGEA AHI-OJAPATA
NIG-031643,,"LGEA PRIMARY SCHOL,OJAGEFU/UGBOBALA"
NIG-031644,,L. A. Pry Schl
NIG-031645,,Char Primary School
NIG-031646,,Baptist Central School 2 Oke Aafin Igboho
NIG-031647,,ATANEGOMA
NIG-031648,,LGEA  PRIMARY  SCHOOL  AGBADUMA
NIG-031649,,Techno Nur And Pry School
NIG-031650,,"COMMUNITY SECONDARY SCHOOL,OBAGWU"
NIG-031651,,LGEA PRIMARY SCHOOL
NIG-031652,,MACPHERISON INTL SCHOOL
NIG-031653,,ST PETER ROMAN CATHOLIC I
NIG-031654,,"LGEA PRIMARY  SCHOOL, OJO-OKPEJI"
NIG-031655,,Geben Rairai prim sch
NIG-031656,,LGEA AYEYE
NIG-031657,,UBE SECONDARY SCHOOL AJI-OKOPI.
NIG-031658,,Madarasatu adam nurul quran
NIG-031659,,LGEA  PRIMARY SCHOOL ALO
NIG-031660,,community central school ikem uno
NIG-031661,,UBE JSS Owowolo
NIG-031662,,LGEA ETUBO
NIG-031663,,Shalom kids academy nursery and primary school
NIG-031664,,Jowiri Community Comprehensive High Sch
NIG-031665,,LGEA ADULA
NIG-031666,,LGEA Primary Schl. Akaya-Ejule
NIG-031667,,COMPREHENSIVE SECONDARY SCHOOL OKABO
NIG-031668,,LGEA RCM OGEGUME
NIG-031669,,DUNGU PRIMARY SCHOOL
NIG-031670,,Solid Foundation Schools
NIG-031671,,Ube Jss Ofabo
NIG-031672,,GOD's  DOMINION SECONDARY  SCHOOL ITOBE
NIG-031673,,Islamiya Pry School Agojeju
NIG-031674,,Goba Nury/Pry Schl
NIG-031675,,LGEA PRIMARY SCHOOL 1 OGBABO.
NIG-031676,,Lgea ogokolo
NIG-031677,,St. Mary's International  Secondary  school 
NIG-031678,,UBE JSS ITOBE
NIG-031679,,"LGEA  PRIMARY SCHOOL, OKOKENYI."
NIG-031680,,ogbe primary  school
NIG-031681,,GGSS Nursery and Primary School
NIG-031682,,"LGEA  PRIMARY  SCHOOL 2,  OGBABO."
NIG-031683,,"OUR LADY OF MOUNT CARMEL, NURSERY AND PRIMARY  SCHOOL ITOBE."
NIG-031684,,
NIG-031685,,UEC Secondary schl. Ugwolawo
NIG-031686,,GAJIN ZAMA PRIMARY SCHOOL
NIG-031687,,"LGEA PRIMARY SCHOOL,ALOJI"
NIG-031688,,LGEA UKPOTUME
NIG-031689,,LGEA PRIMARY  SCHOOL OLUKUDU.
NIG-031690,,Santa Maria Sec School
NIG-031691,,LGEA  PRIMARY  SCHOOL  ENABO
NIG-031692,,"UBE SECONDARY SCHOO, OJODU."
NIG-031693,,Community Secondary Schl. Ojuwocha
NIG-031694,,LGEA  PRIMARY SCHOOL OBUBU.
NIG-031695,,LGEA PRIMARY SCHOOL UKUNUBE
NIG-031696,,Ofeme Community Primary School
NIG-031697,,UNGUWAR ATTA PRIMARY SCHOOL
NIG-031698,,"LGEA  PRIMARY SCHOOL, OJAFATA-OJODI."
NIG-031699,,LGEA Pry School Ofante Ojene
NIG-031700,,LGEA PRIMARY SCHOOL AJAKECHI
NIG-031701,,Tedem educational system Tedem college Imerienwe
NIG-031702,,"NEW GENERATION SECONDARY SCHOOL, EKWULOBIA."
NIG-031703,,EMODU  COMMUNITY SECONDARY SCHOOL OFABO
NIG-031704,,CENTRAL SCHOOL 1 ITOBE
NIG-031705,,MAY FLOWER
NIG-031706,,"GOVERNMENT SEC. SCH
 GAMAGIRA"
NIG-031707,,LGEA PRIMARY SCHOOL ADUMU
NIG-031708,,Evarlasting foundation Accademy
NIG-031709,,LGEA Pry School Ofada
NIG-031710,,LGEA PRIMARY SCHOOL OJODU.
NIG-031711,,LGEA PRIMARY SCHOOL 
NIG-031712,,LGEA Pry School Ogbulu
NIG-031713,,daki tara primary school
NIG-031714,,AIRAN KIDS ACADEMY
NIG-031715,,Nawair. Ud. Deen junior sec .sch.
NIG-031716,,model primary school
NIG-031717,,Oba Iyiola Oyewale Model Primary Schl Ogo Oluwa Osogbo
NIG-031718,,UMCA PRIMARY AND SECONDARY TUNGA MAGAJIYA
NIG-031719,,KUKUI PRIMARY SCHOOL
NIG-031720,,Precious Nursery and Primary School Onipako Jebba
NIG-031721,,Boade Nursery/Primary school
NIG-031722,,LEA primary school
NIG-031723,,STARKS 2 PRIMARY SCHOOL
NIG-031724,,NEHEMIAH INTERNATIONAL SCHOOLS
NIG-031725,,AL-BAYAN ISLAMIC SECONDARY SCHOOL
NIG-031726,,ST MARKS MODEL LGEA OFFA
NIG-031727,,Emeragha secondary school
NIG-031728,,Wesley I LGEA School
NIG-031729,,SCHOLAR AGIDIFE SECONDARY SCHOOL
NIG-031730,,E C W A .LGEA. primary sch
NIG-031731,,OLUGBENSE LGEA PRIMARY SCHOOL OFFA
NIG-031732,,St. Thomas 11 L.G.E.A. School
NIG-031733,,Ajegunle LGEA School
NIG-031734,,SIRATUL MUSTAQIM NURSERY AND PRIMARY SCHOOL
NIG-031735,,UBE primary school l/dingi
NIG-031736,,Victory Kiddies College
NIG-031737,,THE PRINCE NURSERY AND PRIMARY SCHOOL
NIG-031738,,MORADEYO DOLAPO BASIC SCHOOL
NIG-031739,,Ansar - Ud-Deen Junior Secondary School
NIG-031740,,Daurawa spe pri sch
NIG-031741,,Goodness. Royal college
NIG-031742,,Holy Child Primary School
NIG-031743,,OKIN HIGH SENIOR SECONDARY
NIG-031744,,NORMADIC LGEA SCHOOL. GAMAGAJI
NIG-031745,,AGUN BAPTIST LGA SCHOOL
NIG-031746,,LGAE UBE JSS - AFIA
NIG-031747,,Urutiki Primary School
NIG-031748,,ST MARK JUNIOR ANGLICAN SECONDARY SCHOOL
NIG-031749,,Barak international school
NIG-031750,,Ubakala community school 2
NIG-031751,,Supreme model nursery primary
NIG-031752,,Yan doje nurul islam
NIG-031753,,TEKE NURSRY &  PRIMARY SCHOOL
NIG-031754,,"Government Junior Secondary School, Yartofa"
NIG-031755,,BISHOP SMITH LEA SCHOOL OFFA
NIG-031756,,Iyeru Okin LGEA School 1
NIG-031757,,Lamodi Community LGEA SCH
NIG-031758,,Government day secondary school senior offa
NIG-031759,,MOREMI HIGH SCHOOL
NIG-031760,,Wurkine nomadic
NIG-031761,,"National Comprehensive Secondary School, Umuokea"
NIG-031762,,OGIDIRI A C 1 LGEA. SCHOOL
NIG-031763,,Baptist Primary School
NIG-031764,,Lgea Primary Odaba Ojiaji
NIG-031765,,L.g.e.a primary sch pati wodata
NIG-031766,,Nomadic LGEA School
NIG-031767,,"Community LGEA School,Ajelanwa/Pandoro"
NIG-031768,,Nawair-Ud-Deen Grammar School (J.S.S)
NIG-031769,,Mathias Offoboche Secondary School Okuku
NIG-031770,,GLORY LAND NURSERY AND PRIMARY SCHOOL
NIG-031771,,Ruwan Tabo Central Primary School
NIG-031772,,SINSI PRIMARY SCHOOL
NIG-031773,,ACC Junior Secondary Sch
NIG-031774,,GOVT DAY JUNIOR SECONDARY SCHOOL
NIG-031775,,Offa baptist junior sec sch
NIG-031776,,Edion Pry Sch
NIG-031777,,NAWAIR UN DEEN NURSERY AND PRIMARY SCHOOL
NIG-031778,,Taoheed LGEA Primary School
NIG-031779,,Irepodun community LGEA School
NIG-031780,,Therissa memorial collage
NIG-031781,,RAYFIELD NURSERY AND PRIMARY SCHOOL
NIG-031782,,Ansar-Ud-Deen College
NIG-031783,,ACC Senior Secondary Sch
NIG-031784,,OGO OLUWA NURSERY AND PRIMARY SCHOOL
NIG-031785,,ANILELERIN LGEA PRIMARY SCHOOL
NIG-031786,,Ogidiri sch 2
NIG-031787,,NW5 BAPTIST SCHOOL 1
NIG-031788,,St Thomas 1 L.G.E.A School
NIG-031789,,Pcn Primary Sch
NIG-031790,,JUNIOR SECONDARY SCH LALAGI
NIG-031791,,C O P E. Pri Sch Pamol Estate
NIG-031792,,Dan‘isa Primary School
NIG-031793,,Best Legacy Academy
NIG-031794,,Govt Prm Sch Ukim Ita
NIG-031795,,"Govt Pry Schl, "
NIG-031796,,St Mathew Sec Comm. Sch
NIG-031797,,"Ira grammar school, ira"
NIG-031798,,Government Primary School
NIG-031799,,Num primary school
NIG-031800,,Comm P/S Nyomidibi
NIG-031801,,BRIGHTEST HOPE ACADEMY
NIG-031802,,Akiba Ayi Ita Nus/Pri
NIG-031803,,Pcn Pri Sch Idom Ndom
NIG-031804,,Suceess Nurs Pri
NIG-031805,,Pcn Pri Sch Mbiabong Ito
NIG-031806,,DAN JEKA PRIMARY SCHOOL
NIG-031807,,Awori Senior College ojo
NIG-031808,,Eniong. Abatong Comp. Sch Atan Onoyom
NIG-031809,,Community Prim Sch Ujama
NIG-031810,,Govt Pri Sch Mkpara Otop
NIG-031811,,R c m Primary School Asan
NIG-031812,,Sildewo Nomadic P S
NIG-031813,,Saint Georges Primary Sch
NIG-031814,,Government Sec. Sch. Creek Town
NIG-031815,,Pcn Pri Sch Ito Central
NIG-031816,,Ekot Cmmt Prm Sch
NIG-031817,,Govt . Pry Sch
NIG-031818,,Zappa mixed secondary school
NIG-031819,,Kunteri Primary School
NIG-031820,,METHODIST primary School
NIG-031821,,LA Primary School Aba Adeleke Ilero Agbonle
NIG-031822,,Prsbtr Prm Sch Creek Town
NIG-031823,,KB ANGL PRY SCH CAMP ORIKE
NIG-031824,,Tissa primary school
NIG-031825,,Fivetown Pri Sch Ikot Enomg Eno
NIG-031826,,Emmanuel Church Pry Sch
NIG-031827,,GOVERNMENT DAY SECONDARY SCHOOL
NIG-031828,,Okoyong. Comm Sec.Sch Akap
NIG-031829,,Govt Prm Sch Ndon Nwong
NIG-031830,,Government Comp Ssch Odunkpani
NIG-031831,,Township State Sch. II
NIG-031832,,Comprrhrnsivr Pri Sch
NIG-031833,,Sharp brain jss
NIG-031834,,Govt Pri Sch
NIG-031835,,Targi buldin islamiyya primary school
NIG-031836,,Govt Techn College Efut Ibonda
NIG-031837,,St Francis Pri Sch Ntara Water Side Ogoja
NIG-031838,,Divine Life Nursary and  Primary  school  Etomi
NIG-031839,,Pcn P/S Ntan Obu Ukpe
NIG-031840,,Agbonran School of Science
NIG-031841,,Commt Sec Sch Ukwa Ibom
NIG-031842,,Nomadic primary school
NIG-031843,,Reliance International High School
NIG-031844,,Edot Ediong Sec Sch
NIG-031845,,St. Oliver P/S Ekpene
NIG-031846,,GILIMA PRIMARY SCHOOL
NIG-031847,,Kaderi PS
NIG-031848,,Igbaye Community High School
NIG-031849,,Asiyanbi Memorial Pr Sch Inisa
NIG-031850,,NKST Primary School Turan
NIG-031851,,St Augustine R C M Primary School Inisa
NIG-031852,,Oyinlola Dc Primary School
NIG-031853,,Ore Community High School
NIG-031854,,Nud Primary Sch
NIG-031855,,Comm Pr Sch Eleshim Funfun
NIG-031856,,C.A.C Oke Isegun Nur. Pry Sch. Igbaye
NIG-031857,,Madarasatul Nuril Islam
NIG-031858,,S Da Pro School 1 Inisa
NIG-031859,,A U D School I Inisa
NIG-031860,,Town School Obudi Agwa
NIG-031861,,Abia Central School Omuma
NIG-031862,,Ubahazu Central School Amiri
NIG-031863,,Nursery sch. kinafa
NIG-031864,,C A C Primary School Oyan
NIG-031865,,Ebenezer African. Church School
NIG-031866,,St Cecilia (Rcm) Primary School
NIG-031867,,Mercyland nur and pry
NIG-031868,,MANGOTAPI PRI. SCHOOL
NIG-031869,,Community High School Asi/ Asaba
NIG-031870,,Inisa Gram.Sch.Junior 2
NIG-031871,,Manawaski Primary school
NIG-031872,,Fowan Private Primary School
NIG-031873,,Comm.High Sch Iyeku
NIG-031874,,St Gabriel A C School Ore
NIG-031875,,"MOJE JUNIOR SECONDARY SCHOOL, ERIN-ILE."
NIG-031876,,Muslim Nursery & Primary School Okuku
NIG-031877,,Fomwan N/P School Inisa
NIG-031878,,Jehovas Witness Primary School Oyan
NIG-031879,,Nahdah Group Of Sch.
NIG-031880,,EVBUOTUBU PRIMARY SCHOOL
NIG-031881,,Community School oke oguro
NIG-031882,,Central School Bonny
NIG-031883,,Shekinah Primaru Sch
NIG-031884,,St Andrew'S African Church Primary School Asaba
NIG-031885,,St Micheals Anglican School
NIG-031886,,Nomadic School Alawa
NIG-031887,,Nomadic Primary School Gora
NIG-031888,,Nud Primary Sch Ekosin
NIG-031889,,RIKOTO MODEL PRIMARY SCHOOL
NIG-031890,,St Micheals Anglican Primary School
NIG-031891,,Tafashiya mahauta islamiyya
NIG-031892,,Baptist Day School Oyan
NIG-031893,,Grace nursery and primary school
NIG-031894,,Fakai Primary School
NIG-031895,,St John Ang.Pry Sch.Faji
NIG-031896,,Mela Memorial Junior Sec.Sch.Chanchanji
NIG-031897,,Folorunso Memmorial College Oyan
NIG-031898,,Baptist Day School Inisa
NIG-031899,,St Anthony Prm. Sch
NIG-031900,,Community. Pry. School
NIG-031901,,Nawair-Ud-Deen Pry Sch 1 Oyan
NIG-031902,,Danmarusa primary school
NIG-031903,,St. Francis/Gabriel Primary School Ijabe
NIG-031904,,Mala Primary School.
NIG-031905,,Al-bayyan international school
NIG-031906,,Hollab Schools
NIG-031907,,OKE OWA UNITED PRY SCH.
NIG-031908,,Ifeso wapo comprehensive high school
NIG-031909,,AL-FAOZ
NIG-031910,,Evbiobe  Central primary school
NIG-031911,,Aguntasolo N/Primary
NIG-031912,,Idowa Comprehensive high school
NIG-031913,,"Moslem primary school,imosan"
NIG-031914,,VICTORIOUS. NURSERY&PRY SCH.
NIG-031915,,LEA Primary school Kwangah
NIG-031916,,Divine foundation nur pry
NIG-031917,,ZUMRATUL ISLAMMIYAH BASIC SCH.
NIG-031918,,Zi basic sch
NIG-031919,,GOVERNMENT SECONDARY SCHOOL KREIGANI
NIG-031920,,"Al-azeem Nursery/Primary School, Idowa"
NIG-031921,,"Aiyepe comprehensive high, School"
NIG-031922,,Mass glory international school
NIG-031923,,St.Peters Pry. Sch. Imosan
NIG-031924,,Ansar-ud-deen nursery and primary school
NIG-031925,,IFELODUN COMMUNITY PRY SCHOOL
NIG-031926,,Central primary school
NIG-031927,,PARAKO UNITED PRY.SCH.
NIG-031928,,MIYAWA PRIMARY SCHOOL
NIG-031929,,Lifeline nursery and primary school
NIG-031930,,Muslim Sch. Odogbolu
NIG-031931,,Oke Adini LGEA primary School
